标题,发布时间,内容,浏览量,来源列表页,链接
我校举行2019年学生技能大赛开幕式, 发布时间: 2019-05-09,"
5
月
9
日
上午
，我
校
201
9
年学生技能大赛开幕式在
卓越楼党员活动室
举行
，
副
校长
张有志
，
各
院部执行
院长、教学副院长、
教学科长、实训科长、实验员
及
百
余
名学生代表参加了开幕式。开幕式由教务处
副处长池光胜
主持
。
本次学生技能大赛以
“赛出技能亮点，展现职业风采”为主题，鼓励全校学生积极参赛。开幕式
在嘹亮的国歌声中拉开了序幕。副
校
长张有志致开幕
词
，首先他代表本次大赛的组委会向参加我
校
2019
年学生技能大赛各项活动的领导、老师和同学们表示热烈祝贺，向参加这次技能大赛工作的各位
教师
、
学生
和工作人员表示衷心的感谢！
他指出
举办
本次
大赛的目的和意义，并鼓励我
校
学生要
坚定理想信念、崇尚劳动、敬业守信，精益求精、敢于创新、报国成才，掌握中高端技术技能，成长为支撑
“中国制造”走向“优质制造”、“精品制造”的生力军，并预祝同学们在比赛中取得优异的成绩。
副校长张有志
宣读《山东凯文科技职业学院（本科）关于表彰
2018年获得国家级技能竞赛获奖学生和指导教师的决定》、《山东凯文科技职业学院（本科）关于表彰2018年山东省职业院校技能大赛获奖学生和指导教师的决定》等表彰决定，并为获奖教师和学生颁奖。
随后，
2018年获奖学生代表蒋旭同学
发言。
最后，
副校长
张有志宣布
我校
201
9
年学生技能大赛
正式开赛
。
我校历来重视学生技能培养，经过多年来学生和老师的共同努力，截止至
2018年我院共计获得各类奖项391项，其中：国家级一等奖3

项，国家级二等奖
20项，国家级三等奖5项，国家级优秀奖17项，山东省省级一等奖74项，省级二等奖115项，省级三等奖147项，省级优秀奖8项。
作者：教务处

朱宏雁

编辑：赵珣

编审：汪少龙
",,8,https://www.suet.edu.cn/info/1026/2669.htm
我校机械工程学院校企合作打造智能制造技术应用品牌专业群, 发布时间: 2019-05-10,"
在
全球制造业正加快迈向数字化、智能化时代，
我校机械工程
学院紧跟时代步伐，
以智能制造产业链为依托，围绕智能制造技术应用生产流程面向的职业岗位群，构建了由省级特色专业
“数控技术专业”、“机电一体化专业”和省经信委、教育厅、财政厅批准的企校共建“智能制造技术应用”及校级重点专业机械制造与自动化专业组成的智能制造技术应用专业群。
并以智能制造应用品牌专业群建设为契机，推动应用性教育教学改革，构建知识探究、能力提升、素质培养、人格养成的
“四位一体”育人理念，激发学生学习兴趣，培养知识、能力、素质协调发展的高素质技术技能人才。
（一）
实施
三段式五位一体教学模式，促
进
学生学习创新双主动
机械工程学院在专业群建设中坚持校企合作，教学内容以企业研发生产项目为载体，创新并实践了三段式五位一体教学模式，即
“先技能，后理论，技能理论一体再提升”三段式的基于“教、学、产、研、赛”五位一体的教学模式，具体描述为：先实操激发兴趣使学生知其然，后学理论茅塞顿开使学生知其所以然，最后技能理论交融提升。在这种模式中，培养学生肯动手、勤动手、会动手的操作能力和实践经验，让其形成一种不怕苦、不怕累的学习和工作作风。在实践的过程中，同学们会主动求知、探索、实践，不仅学习成绩和动手能力得到显著提高，技术创新的意识也明显加强。近年来，学生参加各类国家级省级竞赛，
获得全国挑战杯大赛一等奖
1项、国家二等奖1
3
项、三等奖
3项；省一等奖5
8
项、二等奖
6
3项、三等奖6
9
项。
（二）校企合作
“四真”生产性实训车间，助学生技术技能双提升
机械工程学院在专业群建设中，与企业共建了
“真设备、真产品、真工厂化生产、真企业化环境”的生产性实训车间。经国家数控技术中心、国家快速制造研究中心批准，我校建立了国家数控工程中心山东培训分中心、快速制造国家工程研究中心技术培训中心
，
经山东省教育厅批准建成了山东省高等学校工程技术研发中心、山东省企业实习实训基地
，
形成
了
集
“技能训练、项目化教学、技术开发、培训与鉴定一体”的高水平实践教学基地。从而提升了专业水平和影响
力
，在使教师、学生了解学习先进制造技术，获取高等级技术证书及服务地方经济建设中发挥了重要作用。
学生
技术
技能
突出，双证获取率
100%，专业对口就业率达90%。学院先后
为中国重汽开办
7
期数控
技术
培训班，
职工
500余人；与山东富美等公司建成以我院3D打印技术为依托的合作平台。举办3D打印培训班，培训
职工
370人次。
（三）二个基于产教融合的跟进策略，助学生经验能力双积累
针对教和学的不同问题，坚持问题导向，
学院
创新并成功实践
“青年教师进车间跟项目塑双师”和“大学生进车间跟项目塑双能”策略。青年教师通过进车间了解设备基本情况、熟悉设备操作规程、参与完成校企合作项目的研发；“青年教师进车间跟项目”模拟了企业环境，完成了企业项目从设计、生产到产品检测的多环节，让教师身临其境参与锻炼的同时，还能完成学校的基本教学任务，因此有效缓解了双师培训与教学安排之间的冲突。吸纳有能力的学生跟随指导教师参与校企项目的研发，注重学生们职业知识的传授和实际操作能力的培养，能进行独立的专业开发和改造。通过该策略全面提升教师、学生的动手能力研发能力。
近几年，机械工程学院获省级教学成果一等奖
2项、省级教学名师2名，省级技能名师1人，济南市专业技术拔尖人才1人，省级精品课程11门、省级资源共享课1门、市级资源共享课1门，省级品牌专业群1个、省级特色专业2个、省级教学团队2个、省级校企共建工科专业2个；省高校科学技术一等奖1项、三等奖2项、省机械工业科技进步二等奖2项、三等奖5项，省机械工业论文一等奖2项、二等奖1项、三等奖1项；为企业提供技术服务35项；获得专利
50
项。
先进的教育理念、优良的师资队伍、完善的实训条件为智能制造技术技能型人才的培养奠定了坚实的基础。
打造智能制造技术应用品牌专业群必将发挥专业的集群优势，提升服务产业的能力，促进校企合作的深入开展
；
提高毕业生就业率、就业质量、创业成效、学生思想道德素养和持续发展能力、用人单位满意率，
为
区域经济发展
做出了贡献。
作者：机械工程学院

宁玲玲

刘冉冉

编辑：赵珣

编审：魏本江
",,8,https://www.suet.edu.cn/info/1026/2667.htm
我校召开全面从严治党暨党风廉政建设会议, 发布时间: 2019-05-10,"
5月9日下午，我校
在卓越楼党员活动室
召开
2019年
全面从严治党暨党风廉政建设会议
。
党委委员、副校长李梅松传达
2019年山东省教育系统全面从严治党视频会议精神，
纪委副书记韩业文作工作报告，党委书记胡小林作重要讲话，副校长林玉贵主持会议。党委副书记、校长吴梦军，副校长张有志、张诚、李章泉以及
各部门单位党政主要负责人
、各党总支书记、
科级以上干部
、全体党员
参加了会议
。
会上，党委委员、副校长李梅松首先向全体
与会
人员传达了省委教育工委常务副书记、厅长邓云峰代表省委教育工委在
2019年山东省教育系统全面从严治党视频会议上的讲话精神，总结了2018年教育系统全面从严治党工作，并对2019年主要任务作出部署安排。2019年，全省教育系统要以党的政治建设为统领
，
不断加强思想政治建设
、
组织建设
、
作风建设
、
纪律建设和党风廉政建设
，
落实管党治党责任
。
纪委副书记韩业文在
纪委
工作报告中回顾总结了
2018年的党风廉政建设工作，部署了2019年
工作
任务。
党委书记胡小林就我校全面从严治党以及党风廉政建设工作情况
作
了重要讲话。胡书记在讲话中充分肯定了
2018年学校全面从严治党和党风廉政建设取得的成效。
胡书记指出，
2019年要坚持以党的政治建设为统领，进一步全面加强党的政治建设、思想建设、组织建设、作风建设、纪律建设，把制度建设贯穿其中，以求真务实的作风、“只争朝夕”的劲头，担当作为、真抓实干，为加快建设高水平的职业大学提供坚强政治保障。
胡书记对持续深入推进全面从严治党、进一步加强党风廉政建设工作提出了五点要求：一是立足新起点，抓住新机遇，
坚持以
习近平新时代中国特色社会主义思想
为指导
。全校各级党组织和党员干部要深刻认识全面从严治党的重大意义，在学思践悟、融会贯通上下功夫，切实把从严治党落实到工作实践中。二是坚持以党的政治建设为统领，狠抓全面从严治党各项工作任务落实。三是提高政治站位和责任担当，推动管党治党真正走向严紧硬。落实全面从严治党主体责任，切实强化领导干部
“一岗双责”
。
四是落实立德树人根本任务。把思想政治工作贯穿到教书育人全过程
，
进一步推动师德师风建设，建立完善意识形态工作长效机制。五是充分发挥党员表率作用，严格落实新形势下党内政治生活若干准则。
胡书记强调，全面从严治党永远在路上，全校各级党组织和广大党员干部要进一步提高政治站位，不忘初心、牢记使命，主动担当作为，坚定不移把全面从严治党推向深入，不断取得党风廉政建设工作新成效，为建设高水平职业技术大学保驾护航。
会上，各部门单位负责人代表签订了《
2019年党风廉政建设责任书》，进一步将党风廉政责任制落到实处。全体人员集中收看了
廉政
警示教育片《

“
象牙塔
”
里的蜕变
——任廷琦严重违纪违法案件警示录
》。
此次会议
是
我
校
在实现
转型发展
、建设
职业
技术
大学
的重要时期，对全体党员、领导干部进行的一次集中思想教育，有利于加强党风廉政教育，实现
全面从严治党不断向纵深发展
，为推动学校实现跨越式发展
提供坚强
的
政治保障。
作者：纪委

刘娜娜

学生处

夏娟娟

编辑：赵珣

编审：汪少龙
",,8,https://www.suet.edu.cn/info/1026/2668.htm
我校2019年大学生心理健康节启动仪式举行, 发布时间: 2019-05-13,"
5月11日，山东凯文科技职业学院（本科）2019年第12届大学生心理健康节启动仪式在诚基楼
学术
报告厅成功举行。
心理健康教育中心主任王玉珠
作
开幕式讲话。
她
对心理健康节的
成功
举办表示热烈的祝贺，对近三年来的工作做了简要的总结，对心理健康节活动在学生中的影响及取得的成绩给予肯定。她强调，心理健康教育是高校人才培养体系的重要组成部分，也是高校思想政治工作的重要内容，它是一项系统工程，贯穿教育的全过程，要通过多种途径强化学生心理素质，培养大家乐观的情绪
、
坚强的意志
、
宽容的个性
、
和谐的人际关系。就如何做好大学生心理健康教育工作，她提出明确要求：一要提高政治站位，强化组织引领，广泛发动，深入动员。二要坚持活动的群众性、靶向性，确保活动的吸引力和感染力不断提升。三要强化责任落实，突出教育实效。积极推动工作探索与创新，认真总结经验，加强沟通交流，不断提高水平。
启动仪式上，心理健康教育中心教师杨慧宣读了《山东凯文科技职业学院（本科）第十二届大学生心理健康节活动方案》，介绍了心理健康节具体活动安排。学生代表赵梓越宣读了倡议书。
学生工作部、校团委、各院分管学生工作负责人、心理辅导教师代表及学生代表参加启动仪式。启动仪式结束后，同学们认真观看了精彩的心理剧表演。
据悉，山东凯文科技职业学院（本科）
2019年第12届大学生心理健康节以“筑梦青春 追梦成长”为主题，历时一个月，依托学校、学院、班级、宿舍四级心理健康教育网络展开。活动分为校级和院级两个层面，通过 “树立健康理念，放飞青春梦想”、“引领心理成长，追逐青春梦想”、“展现青春活力，激扬青春梦想”、“拥抱阳光心态，守护青春梦想”、“凝聚关爱力量，成就青春梦想”五个环节10余项活动组成，涵盖感恩母亲节、心理微电影制作、创意短片展示、优秀健康教育论文评选、心理摄影大赛、心理主题班会设计、朋辈心理讲座、团体心理辅导、关爱心灵互动体验等形式和内容。
作者：
学生处

王玉
珠

编辑：赵珣

编审：汪少龙
",,8,https://www.suet.edu.cn/info/1026/2665.htm
鼎利学院（互联网+学院）第一届理事会第三次会议召开, 发布时间: 2019-05-13,"
5月10日上午
，
山东凯文科技职业学院
（本科）
鼎利学院（互联网
+学院）第一届理事会第三次会议在卓越楼五楼第一会议室召开。理事长吴梦军
，
副理事长管连，理事张钟元、樊壮、张有志、张诚、吴清莲等理事会全体成员出席了会议。鼎利学院副院长宁玲玲、毕春晖、招生办公室副主任杨俊杰等列席了会议。
会议由张有志副校长主持，经全体成员讨论商谈，通过了理事会成员变更申请，同意樊壮同志加入理事会。同时，听取了鼎利学院
2018年工作报告及2019年工作
思路
，客观分析了发展中存在的问题，并审议了
2019年工作思路，得到了理事会成员的一致认可。
副理事长管连代表珠海世纪鼎利，从师资队伍建设、教科研成果建设、专业群建设等方面提出了建议，
要
在校企合作现有基础上，升级相关专业实训室，把产业项目引进学校，以满足人才培养需要，并探索校企双方联合建立教师评价考核机制。
理事长吴梦军要求全体理事认清形势，坚定信心，凝心聚力，理清存在的问题，采取有力措施，加大合作力度，强化产教融合，促进规模质量同步发展，并不断加强沟通，把鼎利学院建设为一流的校企合作典范。
作者：鼎利学院

亓瑶

编辑：赵珣

编审：汪少龙
",,8,https://www.suet.edu.cn/info/1026/2666.htm
我校钮平章教授受聘为省老科协创新创业资深专家指导服务团专家, 发布时间: 2019-05-16,"
5月13日，山东省老科协在济南召开“礼赞共和国、追梦新时代”——山东省老科协助力企业技术创新行动大会，会上对山东省老科协助力企业技术创新行动进行了部署，成立了山东省老科技工作者志愿服务队和老科协创新创业资深专家指导服务团，举行了山东省助力企业技术创新合作联盟签约仪式。
我校钮平章
教授
出席会议
，
并受聘
为
山东省老科协创新创业资深专家指导服务团专家。
原省委常委、省人大常委会副主任，中国老科协副会长、省老科协会长朱正昌出席会议并讲话。
朱正昌指出，山东省老科技工作者志愿服务队和创新创业资深专家指导服务团，要将紧扣经济社会发展需求和迫切现实需要，始终保持服务团的公益性质，切实履行服务职责，不断完善运行机制，充分展现老科技工作者
“温暖社会、不求索取、无私奉献”的风采和担当。
山东省老科协领导，各相关省级学会、协会、单位代表，各市老科协分管领导，山东省老科协各专门工作委员会成员，山东省老科协创新创业资深专家指导服务团专家代表，共计
120余人参加了大会。
作者：机械工程学院


刘冉冉
编辑：
赵珣
编审：
汪少龙



",,8,https://www.suet.edu.cn/info/1026/2663.htm
我校教师参加2019“融合创新、加快一流课程与教材建设”研讨会, 发布时间: 2019-05-21,"
近日，由高等教育出版社主办的
2019“融合创新、加快一流课程与教材建设”研讨会在济南召开。我校各院部相关负责人及骨干教师等一行13人参加了此次会议。
为进一步贯彻落实党中央、国务院印发的《中国教育现代化
2035》、教育部《关于加快建设高水平本科教育 全面提高人才培养能力的意见》等文件精神，大会主要聚焦高校一流专业与一流课程建设，深入交流课程建设与信息技术的融合发展，推动课程与教材的出版创新，分为全体会议和数学、物理、电子电气、计算机、机械5个学科分场会议两个部分，重点
围绕
基础学科拔尖人才培养与新工科建设的进展、在线开放课程和虚拟仿真实验项目建设进展与教学模式改革、信息技术与教育出版深度融合的创新与实践
等
三个方面进行了深度研讨和交流。
作者；教务处
孙良静   编辑：赵珣   编审：汪少龙


",,9,https://www.suet.edu.cn/info/1026/2661.htm
吴梦军校长出席首届全国民办教育董事长校长大会, 发布时间: 2019-05-21,"
5月20日，首届全国民办教育董事长校长大会在古都西安隆重召开，我校校长吴梦军
、党政办公室主任韩启斌
和来自全国各地各类民办学校的董事长、校长、党组织负责人等
800余人齐聚一堂，以“坚守初心，忠于使命，面向未来”为主题，共商发展大计，共话美好未来。
首届全国民办教育董事长校长大会共设置了民办高等教育、民办职业教育、民办中小学教育、民办学前教育、民办培训教育和专修学院教育
6个分论坛，近50位演讲嘉宾从多方面多角度发表了主题演讲，主要包括如何恪守社会主义办学方向，把自身的发展与党的期望、国家的需要、人民的期待紧密结合，为富民强国贡献力量；如何贯彻落实习近平总书记关于教育的重要论述，面向未来、着眼长远、放眼世界、同心同向加快推进民办教育现代化；如何牢记使命，落实立德树人根本任务，努力培养德智体美劳全面发展的社会主义建设者和接班人；如何全面贯彻落实《民办教育促进法》以及相关配套文件，依法办学，深化体制机制改革，以内涵建设为主线，以创新发展为动力，不断提高教育教学质量，为社会提供更多优质的教育服务
；如何
全面总结新中国成立
70年来特别是改革开放以来我国民办教育事业发展的成功经验，更好地满足人民群众多样化的教育需求。
通过学习，校长吴梦军
表示，
民办教育是社会主义教育事业的重要组成部分，是教育事业发展的重要增长点和促进教育改革的重要力量，
肩
负着教书育人、立德
树人
的重要使命，必须
不忘初心，积极
进取，不断提升
办学
水平。党的十八大以来，以习近平同志为核心的党中央，站在党和国家发展全局的高度，把职业教育摆在了前所未有的突出位置，职业教育迎来了改革发展的黄金时代。作为首批全国本科层次职业教育试点院校，我校要先行先试
、
勇于探索，舞起职业教育高质量发展的
“龙头”，趟出中国特色职业教育发展之路，早日建成特色鲜明的高水平职业技术大学。
作者：
党政办公室

王允芹

编辑：赵珣

编审：汪少龙
",,9,https://www.suet.edu.cn/info/1026/2662.htm
我校教师在山东省第六届高校青年教师教学比赛中取得佳绩, 发布时间: 2019-05-29,"
5月25日-26日，由省教育厅主办，山东省高等学校师资培训中心承办的山东省第六届高校青年教师教学比赛决赛落下帷幕
，
我校
青年教师刘业勤、孙明瞳在比赛中获得
优秀奖
的好成绩。
山东省高校教师教学比赛面向全省所有本、专科高校教师，分为校级比赛、省级初赛、省级复赛、省级决赛四个阶段，历时
7个月，在省级教学比赛中该比赛影响最大、覆盖面最广、比赛周期最长、要求最严格，是目前省内高校青年教师教学水平与教学能力的最高赛事。本届比赛共分为工科、文科、理科、思政四个组别，全省来自143所高校的676名教师参赛，经过初赛、复赛，文科组79名教师入围决赛，其中高职院校仅19名。
我校历来高度重视青年教师教学能力的培养，把青年教师比赛作为提高教师业务能力和教学水平的重要抓手。通过完善制度建设、加强政策引导
、
搭建交流平台、强化业务指导，构建起助推青年教师发展成长的培养体系。
作者：教务处

朱宏雁

编辑：赵珣

编审：汪少龙
",,9,https://www.suet.edu.cn/info/1026/2660.htm
山东工程职业技术大学成立, 发布时间: 2019-05-30,"
5月27日，教育部下发《关于同意山东凯文科技职业学院（本科）更名为山东工程职业技术大学的函》（教发函[2019]37号）。至此，山东工程职业技术大学成立，学校标识码为4137013356。
经教育部批准，学校首批
开设
“机械设计制造及其自动化”“智能制造工程”“汽车服务工程”“土木工程”“工程造价”“软件工程”“物联网工程”“电子商务”“
会计
”“财务管理”
等十个
本科
专业
。
喜讯传来，
山东工程职业技术大学
校长吴梦军教授怀着无比激动的心情在接受采访表示：感谢各级党委、政府，各级教育主管部门以及社会各界对学校的大力支持！今后
学校将
继续
全面贯彻党的教育方针，坚持社会主义办学方向，落实立德树人根本任务，培养德智体美劳全面发展的社会主义建设者和接班人。
学校
将
继续
坚持职业教育办学定位，保持职业教育
的
属性和特色，
在各级教育主管部门的领导下，肩负起职业本科教育先行先试的使命和职责，进一步加强教学条件建设，不断深化教学改革，不断提高职业本科教育的办学水平和管理水平，努力实现在全省全国建设特色鲜明具有高水平的职业技术大学的发展目标，为
区域经济社会发展
培养优秀的
高层次技术技能人才。
作者：魏本江

编辑：赵珣

编审：孟宪勇
",,9,https://www.suet.edu.cn/info/1026/2659.htm
山东工程职业技术大学首次党政联席会谋划提质发展, 发布时间: 2019-06-04,"
6月3日，山东工程职业技术大学召开首次党政联席会，党委书记胡小林、校长吴梦军以及全体校领导、党委委员出席会议。联席会的主要议题是学校成为职业技术大学后如何对标提质发展，奋力有为，促进学校教学、科研、师资队伍建设及各项工作再上新台阶。
联席会由校长吴梦军主持。吴梦军校长首先围绕议题作动员讲话。她指出，由高职升格为本科，并成为全国首批工程类职业技术大学，学校迎来新的发展机遇的同时，也面临新的挑战。全体校领导和教职员工务必戒骄戒躁，变压力为动力，同心同德，锐意进取，开启
“二次创业”新征程。我们一定要
认真对照国家关于职教改革的一系列文件精神，
围绕
“对标、优化、整合、提高”八字方针，
强化学校顶层设计，立足优势，
不忘初心，
凝练特色，创新
发展，促进教学、科研及各项工作再上新台阶。
吴梦军校长强调，学校教师一定要自我加压，寻找差距，努力钻研业务，提高教学、科研水平，以适应本科层次的教学要求。职称评定一定要在原有基础上提高标准，全体教师务必要重视教研、科研工作，积极申报校内外课题。吴校长要求有关处室进一步完善教学、科研、职称评定有关制度的修订，尽快拿出确实可行的方案。
党委书记胡小林在会议上发言。他强调，办学层次上去了，教学、科研水平一定要及时跟上。升本可喜可贺，全校师生付出了艰辛的努力，但我们不能总是沉浸在喜悦中，要保持清醒的头脑，意识到自身的不足，用高标准、严要求对待各项工作，要深刻认识到这是学校生存和发展的需要。全体教师要从思想上、理念上进行自我革新，努力适应新形势、新要求。
胡小林书记指出，教师的水平决定了一所学校的办学水平，必须把师资队伍建设放在重中之重的位置。要通过内培、外引等手段，多措并举，打造一支优秀的
“双师型”教师队伍，切实提高教学、科研水平，用实实在在的成绩去赢得社会的尊重。
联席会还就产教融合、教学改革、创新创业教育等问题进行了深入探讨。与会各位领导针对学校实际，各抒己见，畅所欲言，提出了宝贵的意见和建议。
作者：汪少龙

编辑：赵珣

编审：魏本江
",,9,https://www.suet.edu.cn/info/1026/2658.htm
我校高等职业教育研究院召开2019年课题立项评审会, 发布时间: 2019-06-06,"
6月6日下午，高等职业教育研究院召开2019年
课题立项评审会，李章泉、钮平章等
17位专家参加评审。李章泉副校长主持会议。
高等职业教育研究院的研究工作面向国家高等职业教育发展中的重要问题，立足山东省和我校发展的实际，采用科研立项的方式，组织科研团队对相关理论与实践问题进行攻关，以此推动高等职业教育发展。
2019年校内课题紧紧围绕落实《国家职业教育改革实施方案》和我校本科层次职业教育试点工作的理论与实践创新问题进行研究。此前科研处发出了《山东凯文科技职业学院（本科）高等职业教育研究院关于开展2019年课题申报的通知》，各学院各部门结合自己的试点工作，认真组织了申报工作。
这次评审会是高等职业教育研究院成立以来首次组织课题申报和评审工作。此次课题立项共收到申报课题
23项，拟立项重点课题3项，一般课题10项
，涉及
人才培养、课程建设、校企融合、实践教学、
“双师型”教师培养及“1+X”证书实施等
方面，
具有
很强的针对性，
对推动我校本科层次职业教育试点工作
必将产生巨大的积极
作用
，令人期待
。
评审
会上
，
课题主持人对所申报课题进行了汇报，评委们听取汇报后通过评分的方式评选出本年度立项课题。会后，高等职业教育研究院将聘请专家对立项课题进行指导，以便课题申报内容能进一步修改提高。
作者：评估督导处

刘欣

编辑：赵珣

编审：汪少龙
",,9,https://www.suet.edu.cn/info/1026/2657.htm
济钢集团副总经理徐强一行来我校参观考察, 发布时间: 2019-06-10,"
6月6日，济钢集团副总经理徐强一行来我校参观考察，学校副校长张诚、李章泉，基础教学部主任王连增、对外合作中心主任牛翔、人事处处长张娜等进行了热情接待，双方在卓越楼五楼第一会议室进行座谈交流。会议由副校长张诚主持。
副校长张诚对济钢各位领导的到来表示热烈欢迎，对学校发展概况、师资力量、特色专业、人才培养等情况进行了重点介绍，并一起观看了学校宣传片。徐强副总经理首先对学校升本并更名表示祝贺，对学校办学给予高度赞赏，认为学校办学方向与学生就业紧密结合，符合企业对技能人才的需求。他对济钢集团有关情况进行了详细介绍，认为济钢集团可以在人才输出、学生实训与就业、技能培训与职业资格证获取，以及其他涉及能源、电器、汽车、通勤服务、安保等方面为学校发展提供支持。双方可探索构建符合社会发展、企业发展、学校发展、学生发展的的企校合作模式。通过学校与企业的上下游培养方式，打通人才培养渠道，为社会培养更多的“金蓝领”人才，并盛情邀请我校到济钢集团参观交流。
副校长张诚高度赞誉济钢集团服务社会的文化底蕴，认为双方在人才建设、技能培训、实训基地建设、其他业务的校企合作等方面可以加强交流合作，共同打造服务社会、服务地方经济发展的高层次技术技能人才。
作者：人事处

袁雨田

编辑：赵珣

编审：汪少龙
",,9,https://www.suet.edu.cn/info/1026/2656.htm
山东工程职业技术大学成立暨职业本科教育试点启动仪式隆重举行, 发布时间: 2019-06-12,"
伴随着中国职业教育迎来
“高光时刻”，山东
省职业教育开启新纪元！
6月12日，作为全国首批15所本科层次职业教育试点院校之一——山东工程职业技术大学隆重举行成立大会暨职业本科教育试点启动仪式。省委、省政府给予了亲切的关怀与大力支持，省政协、省委统战部、
省教育厅、省民政厅、省人社厅、省社组联、省侨联、省妇联、致公党山东省委等有关领导，济南市、章丘区有关领导，部分兄弟高校、合作企业、商会、友好单位代表，以及有关专家、社会知名人士、校友代表、师生代表等
600余人欢聚一堂，共同见证这一历史性时刻。
大会由山东工程职业技术大学党委书记胡小林主持。上午
09:58，胡小林宣布
山东工程职业技术大学隆重举行成立大会暨职业本科教育试点启动仪式
正式开始，全体起立，奏唱国歌。
省教育厅发展规划处处长、一级调研员孙永海宣读《教育部关于同意山东凯文科技职业学院（本科）更名为山东工程职业技术大学的函》（教发函﹝
2019﹞37号），全场响起经久不息的掌声。
华中科技大学原校长、中国工程院院士李培根教授，中共济南市委常委、统战部部长王拥华，中国职业技术教育学会副会长俞仲文教授，济南市委教育工委常务副书记、市教育局党组书记、局长王品木，章丘区委副书记、区长韩伟，三庆实业集团总裁、学校理事长吴立春
共同
为
山东工程职业技术大学
揭牌，
启动职业本科教育试点。当红绸缓缓打开，
金色
的
“山东工程职业技术大学”牌匾出现在大家眼前，全场再次响起热烈的掌声。
站在新起点，担当新使命，开启新征程。在热烈的掌声中，山东工程职业技术大学校长吴梦军发表致辞，
代
表全校
师生员工，向莅临
大会
的各位领导、
各位来宾表示热烈的欢迎，向长期以来给予学校关心、支持和帮助的各级领导、社会各界人士、兄弟院校代表、校友们表示衷心的感谢！吴梦军表示，学
校更名为山东工程职业技术大学，成为全国首批
本科层次职业教育试点院校
，是学校
办学历史上
的重要里程碑
。学校将
以提升人才培养质量为核心、以内涵建设为基础、以创建特色鲜明的职业
技术大学
为落脚点，
全面落实立德树人根本任务，
不断
加大办学投入、
凝练办学思想、创新教育理念、
优化专业布局、
改革管理体制、深化育人模式
，充分发挥体制机制优势，
走出一条
特色鲜明
的
高水平职业技术大学发展
之路
，
绝不辜负这个
伟大
时代
，不辜负党和人民的重托。
山东青年政治学院党委书记鹿林，齐鲁医药学院董事长、校长匡奕珍，合作企业代表鼎利教育研究院副院长、鼎利教育集团东部运营总经理樊壮
相继发言，
向山东工程职业技术大学正式成立表示热烈的祝贺，祝愿学校的试点工作取得圆满成功，
表示今后将进一步加强交流与合作，共谱山东职教新篇章。教师代表
机械工程学院宁玲玲副教授
发言
，代表全体老师表示，将努力钻研业务，为人师表，进一步提升教学、科研水平，为培养合格的高层次技术技能人才作出最大的努力和应有的贡献。学生代表
18级电子商务专业张正超同学发言，代表全校学生表示，将努力学习，勇于实践，提高综合素质，把自己培养成为新时代的“大国工匠”。
章丘区委副书记、区长韩伟讲话。
他表示，山东工程职业技术大学作为驻章高校大家庭一员，多年来扎实办学、规范管理，不断加强内涵建设，在人才培养、科学研究、社会服务、文化传承等方面取得显著成绩，为章丘社会经济发展提供了强大的人才支撑和智力支持，得到区委区政府和社会各界的高度认可。下一步，章丘区委区政府将进一步加大对驻章高校支持力度，深入推动校地合作，全方位做好服务。
最后，华中科技大学原校长、
中国工程院院士
李培根
教授讲话。
他表示，
开展本科层次职业教育试点，打破了专科即为职业教育最高学历的
“天花板”，进一步完善了职业教育体系，对于激发职业教育办学活力，推动职业教育高质量发展具有重要意义。山东工程职业技术大学作为全国首批改革试点院校，承担为国家构建现代化职教体系先行先试、探索创新的历史责任，这既是荣耀和机遇，更是使命与担当。
大会在热烈的掌声中圆满结束。
作者：文化宣传处

汪少龙

编辑
：
赵珣

编审：孟宪勇  魏本江
",,9,https://www.suet.edu.cn/info/1026/2655.htm
